datetime,open,high,low,close,volume,dec,RD,GS,uptail,downtail,open1,high1,low1,close1,volume1,dec1,RD1,uptail1,downtail1,GS1,open2,high2,low2,close2,volume2,dec2,RD2,uptail2,downtail2,GS2
2021-07-21 12:00:00,1904.87,1920,1896.25,1898.42,202809.72,23.75,-6.45,0.000117104841,15.13,2.17,1899.7,1909.93,1892.89,1904.91,119632.393,17.04,5.21,5.02,6.81,0.000142436338,1891.12,1912.3,1886.12,1899.7,243534.502,26.18,8.58,12.6,5,0.000107500168
2021-07-21 13:00:00,1898.42,1908.78,1892.03,1903.01,115484.617,16.75,4.59,0.000145040962,5.77,6.39,1904.87,1920,1896.25,1898.42,202809.72,23.75,-6.45,15.13,2.17,0.000117104841,1899.7,1909.93,1892.89,1904.91,119632.393,17.04,5.21,5.02,6.81,0.000142436338
2021-07-21 14:00:00,1903.01,1941.73,1903.01,1933.21,271711.4,38.72,30.2,0.000142504142,8.52,2.27374E-13,1898.42,1908.78,1892.03,1903.01,115484.617,16.75,4.59,5.77,6.39,0.000145040962,1904.87,1920,1896.25,1898.42,202809.72,23.75,-6.45,15.13,2.17,0.000117104841
2021-07-21 15:00:00,1933.2,1958.91,1925.53,1953.65,259342.141,33.38,20.45,0.000128710282,5.26,7.67,1903.01,1941.73,1903.01,1933.21,271711.4,38.72,30.2,8.52,2.27374E-13,0.000142504142,1898.42,1908.78,1892.03,1903.01,115484.617,16.75,4.59,5.77,6.39,0.000145040962
2021-07-21 16:00:00,1953.65,2007.61,1947.24,1976.78,523371.239,60.37,23.13,0.000115348333,30.83,6.41,1933.2,1958.91,1925.53,1953.65,259342.141,33.38,20.45,5.26,7.67,0.000128710282,1903.01,1941.73,1903.01,1933.21,271711.4,38.72,30.2,8.52,2.27374E-13,0.000142504142
2021-07-21 17:00:00,1976.74,1981.17,1954.2,1971.89,308718.592,26.97,-4.85,8.73611E-5,4.43,17.69,1953.65,2007.61,1947.24,1976.78,523371.239,60.37,23.13,30.83,6.41,0.000115348333,1933.2,1958.91,1925.53,1953.65,259342.141,33.38,20.45,5.26,7.67,0.000128710282
2021-07-21 18:00:00,1971.89,2038,1953.04,1956.28,614008.394,84.96,-15.61,0.000138369444,66.11,3.24,1976.74,1981.17,1954.2,1971.89,308718.592,26.97,-4.85,4.43,17.69,8.73611E-5,1953.65,2007.61,1947.24,1976.78,523371.239,60.37,23.13,30.83,6.41,0.000115348333
2021-07-21 19:00:00,1956.29,1969.81,1935.57,1937.27,303770.968,34.24,-19.02,0.000112716499,13.52,1.7,1971.89,2038,1953.04,1956.28,614008.394,84.96,-15.61,66.11,3.24,0.000138369444,1976.74,1981.17,1954.2,1971.89,308718.592,26.97,-4.85,4.43,17.69,8.73611E-5
2021-07-21 20:00:00,1937.26,1953.13,1931.42,1946.05,221905.413,21.71,8.79,9.78345E-5,7.08,5.84,1956.29,1969.81,1935.57,1937.27,303770.968,34.24,-19.02,13.52,1.7,0.000112716499,1971.89,2038,1953.04,1956.28,614008.394,84.96,-15.61,66.11,3.24,0.000138369444
2021-07-21 21:00:00,1946.05,1962.64,1938.69,1950.03,76680.901,23.95,3.98,0.000312333315,12.61,7.36,1937.26,1953.13,1931.42,1946.05,221905.413,21.71,8.79,7.08,5.84,9.78345E-5,1956.29,1969.81,1935.57,1937.27,303770.968,34.24,-19.02,13.52,1.7,0.000112716499
2021-07-21 22:00:00,1949.75,1983.53,1949.68,1982.89,105637.022,33.85,33.14,0.000320436901,0.64,0.07,1946.05,1962.64,1938.69,1950.03,76680.901,23.95,3.98,12.61,7.36,0.000312333315,1937.26,1953.13,1931.42,1946.05,221905.413,21.71,8.79,7.08,5.84,9.78345E-5
2021-07-21 23:00:00,1982.64,1995.7,1970.27,1995.49,121748.826,25.43,12.85,0.000208872651,0.21,12.37,1949.75,1983.53,1949.68,1982.89,105637.022,33.85,33.14,0.64,0.07,0.000320436901,1946.05,1962.64,1938.69,1950.03,76680.901,23.95,3.98,12.61,7.36,0.000312333315
2021-07-22 00:00:00,1995.5,2023.49,1980.56,1987.09,241954.972,42.93,-8.41,0.000177429708,27.99,6.53,1982.64,1995.7,1970.27,1995.49,121748.826,25.43,12.85,0.21,12.37,0.000208872651,1949.75,1983.53,1949.68,1982.89,105637.022,33.85,33.14,0.64,0.07,0.000320436901
2021-07-22 01:00:00,1987.21,1993.61,1975.03,1980.06,123161.52,18.58,-7.15,0.000150858807,6.4,5.03,1995.5,2023.49,1980.56,1987.09,241954.972,42.93,-8.41,27.99,6.53,0.000177429708,1982.64,1995.7,1970.27,1995.49,121748.826,25.43,12.85,0.21,12.37,0.000208872651
2021-07-22 02:00:00,1980.06,1983.18,1959.2,1962.26,119060.834,23.98,-17.8,0.000201409642,3.12,3.06,1987.21,1993.61,1975.03,1980.06,123161.52,18.58,-7.15,6.4,5.03,0.000150858807,1995.5,2023.49,1980.56,1987.09,241954.972,42.93,-8.41,27.99,6.53,0.000177429708
2021-07-22 03:00:00,1962.26,1988.29,1960.76,1975.56,120134.954,27.53,13.3,0.000229158951,12.73,1.5,1980.06,1983.18,1959.2,1962.26,119060.834,23.98,-17.8,3.12,3.06,0.000201409642,1987.21,1993.61,1975.03,1980.06,123161.52,18.58,-7.15,6.4,5.03,0.000150858807
2021-07-22 04:00:00,1975.56,2005,1972.32,1989.03,158277.806,32.68,13.47,0.00020647241,15.97,3.24,1962.26,1988.29,1960.76,1975.56,120134.954,27.53,13.3,12.73,1.5,0.000229158951,1980.06,1983.18,1959.2,1962.26,119060.834,23.98,-17.8,3.12,3.06,0.000201409642
2021-07-22 05:00:00,1989.04,1993.9,1963.1,1966.32,106897.574,30.8,-22.72,0.000288126277,4.86,3.22,1975.56,2005,1972.32,1989.03,158277.806,32.68,13.47,15.97,3.24,0.00020647241,1962.26,1988.29,1960.76,1975.56,120134.954,27.53,13.3,12.73,1.5,0.000229158951
2021-07-22 06:00:00,1966.31,1988.28,1962.36,1985.61,120669.757,25.92,19.3,0.000214801129,2.67,3.95,1989.04,1993.9,1963.1,1966.32,106897.574,30.8,-22.72,4.86,3.22,0.000288126277,1975.56,2005,1972.32,1989.03,158277.806,32.68,13.47,15.97,3.24,0.00020647241
